parent_url,parent_name,this_url,name,level,word_frequency
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_1,区域,4,20
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_2,电子,4,19
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_3,能级,4,10
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_4,势垒,4,10
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_5,亚阈值斜率,4,9
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_6,波函数,4,8
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_7,隧穿概率,4,7
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_8,能量,4,6
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_9,电流,4,5
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_10,tfets器件,4,4
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_11,隧穿电流,4,4
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_12,tfets,4,3
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_13,能态,4,3
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_14,幅度,4,3
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_15,隧穿,4,3
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_16,近似,4,3
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_17,阈值电压,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_18,电子电流,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_19,波矢量,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_20,概率密度,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_21,输入波,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_22,偏置,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_23,自旋,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_24,量子状态,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_25,费米能级,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_26,概率,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_27,相位,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_28,带带隧穿概率,4,2
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_29,栅极电压,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_30,ssavg,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_31,平均亚阈值斜率,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_32,vcs,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_33,sspoint,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_34,斜率,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_35,点压阈值,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_36,平均,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_37,mosfets器件,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_38,函数,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_39,横向电场,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_40,沟道,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_41,负指数函数,4,1
新型环栅隧穿场效应晶体管的结构设计与性能优化_3级_4,TFETs重标,新型环栅隧穿场效应晶体管的结构设计与性能优化_知识点_42,电场,4,1
