parent_url,parent_name,this_url,name,level,word_frequency
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_1,openflow协议,4,5
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_2,rtt-es,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_3,网络节能算法,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_4,实时流量,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_5,库文件,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_6,mininet,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_7,openflow仿真平台,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_8,floodlight控制器,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_9,网络控制器,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_10,网络节能,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_11,传统网络,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_12,openflow消息类型,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_13,数据流匹配流程,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_14,流表,4,1
基于OpenFlow的网络节能技术研究_2级_8,本章总结,基于OpenFlow的网络节能技术研究_知识点_15,openflow,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_16,openflow,4,10
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_17,sdn网络,4,6
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_18,控制器,4,4
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_19,sdn,4,4
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_20,openflow控制器,4,3
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_21,数据转发功能,4,3
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_22,控制功能,4,3
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_23,网络,4,3
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_24,基础设施层,4,3
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_25,软件定义网络,4,3
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_26,openflow交换机,4,2
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_27,流表,4,2
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_28,openflow协议,4,2
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_29,大脑,4,2
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_30,应用层,4,2
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_31,software,4,2
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_32,网络通信架构,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_33,网络行,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_34,流量信息,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_35,拓扑信息,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_36,控制平面,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_37,通信,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_38,安全通道,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_39,数据转发,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_40,数据转发平面,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_41,softwaredefinednet,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_42,openflowspecification,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_43,标准化,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_44,opennetworkingfoundation,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_45,开放网络基金会,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_46,openflowspecificationversion,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_47,网络协议,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_48,设备,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_49,网络创新,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_50,incampusnetworks,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_51,innova,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_52,enab,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_53,网络通信,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_54,网络设备,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_55,安全策略,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_56,网络管理员,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_57,ethane,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_58,cleanstate,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_59,通用协议,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_60,南向接口,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_61,definednetworking,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_62,sdn架构,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_63,网络开发,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_64,转发设备,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_65,网络控制功能,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_66,网络研,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_67,应用程序,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_68,个性化,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_69,用者,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_70,设备管理,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_71,路由计算,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_72,链路,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_73,控制器层,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_74,网络数据包转发,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_75,物理转发设备,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_76,控制层,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_77,sdn网络架构,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_78,网络架构,4,1
基于OpenFlow的网络节能技术研究_2级_4,OpenFlow发展历程,基于OpenFlow的网络节能技术研究_知识点_79,definednetwork,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_80,阈值,4,9
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_81,rtt-es算法,4,5
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_82,动态阈值,4,4
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_83,负载,4,3
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_84,流量,4,3
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_85,链路利用率,4,2
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_86,平均链路利用率,4,2
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_87,动态阈值策略,4,2
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_88,网络服务质量,4,2
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_89,网络,4,2
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_90,拥塞链路,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_91,阈值下限,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_92,阈值参数,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_93,权重参数,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_94,活跃链路,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_95,动态调整,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_96,网络链路,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_97,ynlink,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_98,线性阈值调整,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_99,动态阈值算法,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_100,活跃链路数,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_101,拥塞链路数,4,1
基于OpenFlow的网络节能技术研究_3级_12,基于动态阈值的RTT.ES改进算法,基于OpenFlow的网络节能技术研究_知识点_102,rtt-es改进算法,4,1
